#n, time
100000,0.914
10100,0.078
10200,0.074
10300,0.060
10400,0.060
10500,0.068
10600,0.080
10700,0.078
10800,0.071
10900,0.089
11000,0.073
11100,0.081
11200,0.082
11300,0.087
11400,0.080
11500,0.071
11600,0.077
11700,0.076
11800,0.086
11900,0.090
12000,0.077
12100,0.075
12200,0.090
12300,0.088
12400,0.078
12500,0.086
12600,0.070
12700,0.089
12800,0.081
12900,0.101
13000,0.100
13100,0.108
13200,0.108
13300,0.106
13400,0.098
13500,0.104
13600,0.108
13700,0.112
13800,0.101
13900,0.092
14000,0.102
14100,0.090
14200,0.097
14300,0.113
14400,0.100
14500,0.087
14600,0.099
14700,0.110
14800,0.094
14900,0.115
15000,0.115
15100,0.093
15200,0.100
15300,0.108
15400,0.120
15500,0.119
15600,0.112
15700,0.114
15800,0.111
15900,0.127
16000,0.117
16100,0.095
16200,0.105
16300,0.108
16400,0.133
16500,0.118
16600,0.133
16700,0.113
16800,0.107
16900,0.154
17000,0.139
17100,0.130
17200,0.129
17300,0.130
17400,0.130
17500,0.152
17600,0.146
17700,0.161
17800,0.165
17900,0.291
18000,0.130
18100,0.142
18200,0.148
18300,0.155
18400,0.159
18500,0.148
18600,0.143
18700,0.154
18800,0.159
18900,0.143
19000,0.173
19100,0.157
19200,0.147
19300,0.118
19400,0.132
19500,0.160
19600,0.139
19700,0.156
19800,0.135
19900,0.140
20000,0.144
20100,0.152
20200,0.176
20300,0.182
20400,0.189
20500,0.187
20600,0.155
20700,0.177
20800,0.148
20900,0.146
21000,0.176
21100,0.176
21200,0.187
21300,0.183
21400,0.163
21500,0.171
21600,0.155
21700,0.155
21800,0.154
21900,0.179
22000,0.159
22100,0.164
22200,0.151
22300,0.184
22400,0.191
22500,0.201
22600,0.191
22700,0.197
22800,0.170
22900,0.164
23000,0.166
23100,0.172
23200,0.160
23300,0.153
23400,0.167
23500,0.184
23600,0.173
23700,0.151
23800,0.190
23900,0.165
24000,0.169
24100,0.191
24200,0.185
24300,0.188
24400,0.178
24500,0.191
24600,0.181
24700,0.191
24800,0.186
24900,0.183
25000,0.149
25100,0.157
25200,0.161
25300,0.200
25400,0.221
25500,0.193
25600,0.174
25700,0.171
25800,0.224
25900,0.198
26000,0.260
26100,0.226
26200,0.231
26300,0.250
26400,0.246
26500,0.215
26600,0.238
26700,0.248
26800,0.231
26900,0.246
27000,0.238
27100,0.247
27200,0.245
27300,0.586
27400,0.244
27500,0.271
27600,0.263
27700,0.258
27800,0.236
27900,0.221
28000,0.207
28100,0.221
28200,0.207
28300,0.237
28400,0.202
28500,0.201
28600,0.206
28700,0.219
28800,0.215
28900,0.205
29000,0.205
29100,0.266
29200,0.246
29300,0.231
29400,0.243
29500,0.200
29600,0.243
29700,0.196
29800,0.213
29900,0.242
30000,0.185
30100,0.196
30200,0.268
30300,0.204
30400,0.191
30500,0.191
30600,0.199
30700,0.190
30800,0.207
30900,0.265
31000,0.250
31100,0.198
31200,0.208
31300,0.242
31400,0.252
31500,0.272
31600,0.256
31700,0.226
31800,0.250
31900,0.240
32000,0.237
32100,0.257
32200,0.208
32300,0.226
32400,0.340
32500,0.280
32600,0.297
32700,0.243
32800,0.281
32900,0.256
33000,0.272
33100,0.251
33200,0.316
33300,0.241
33400,0.226
33500,0.261
33600,0.238
33700,0.260
33800,0.315
33900,0.276
34000,0.246
34100,0.246
34200,0.238
34300,0.288
34400,0.257
34500,0.255
34600,0.232
34700,0.237
34800,0.265
34900,0.291
35000,0.234
35100,0.293
35200,0.319
35300,0.289
35400,0.342
35500,0.289
35600,0.342
35700,0.266
35800,0.263
35900,0.271
36000,0.246
36100,0.279
36200,0.238
36300,0.243
36400,0.280
36500,0.268
36600,0.227
36700,0.279
36800,0.237
36900,0.269
37000,0.310
37100,0.236
37200,0.227
37300,0.236
37400,0.276
37500,0.265
37600,0.242
37700,0.297
37800,0.232
37900,0.323
38000,0.332
38100,0.359
38200,0.365
38300,0.360
38400,0.318
38500,0.315
38600,0.318
38700,0.248
38800,0.261
38900,0.266
39000,0.252
39100,0.353
39200,0.360
39300,0.382
39400,0.377
39500,0.295
39600,0.289
39700,0.275
39800,0.330
39900,0.343
40000,0.255
40100,0.269
40200,0.267
40300,0.339
40400,0.335
40500,0.326
40600,0.278
40700,0.266
40800,0.276
40900,0.335
41000,0.333
41100,0.354
41200,0.278
41300,0.265
41400,0.271
41500,0.294
41600,0.259
41700,0.322
41800,0.312
41900,0.297
42000,0.317
42100,0.316
42200,0.273
42300,0.326
42400,0.380
42500,0.380
42600,0.371
42700,0.344
42800,0.346
42900,0.392
43000,0.392
43100,0.389
43200,0.380
43300,0.420
43400,0.325
43500,0.301
43600,0.285
43700,0.271
43800,0.362
43900,0.346
44000,0.376
44100,0.364
44200,0.362
44300,0.378
44400,0.387
44500,0.313
44600,0.330
44700,0.339
44800,0.295
44900,0.383
45000,0.320
45100,0.358
45200,0.336
45300,0.327
45400,0.314
45500,0.338
45600,0.358
45700,0.327
45800,0.310
45900,0.311
46000,0.344
46100,0.311
46200,0.328
46300,0.304
46400,0.266
46500,0.317
46600,0.351
46700,0.648
46800,0.328
46900,0.326
47000,0.318
47100,0.317
47200,0.382
47300,0.416
47400,0.443
47500,0.385
47600,0.395
47700,0.401
47800,0.405
47900,0.387
48000,0.336
48100,0.357
48200,0.367
48300,0.392
48400,0.400
48500,0.364
48600,0.335
48700,0.427
48800,0.316
48900,0.357
49000,0.338
49100,0.347
49200,0.402
49300,0.413
49400,0.345
49500,0.386
49600,0.324
49700,0.362
49800,0.416
49900,0.363
50000,0.347
50100,0.350
50200,0.366
50300,0.352
50400,0.362
50500,0.343
50600,0.377
50700,0.432
50800,0.367
50900,0.378
51000,0.331
51100,0.355
51200,0.377
51300,0.433
51400,0.440
51500,0.443
51600,0.481
51700,0.429
51800,0.445
51900,0.387
52000,0.358
52100,0.370
52200,0.453
52300,0.478
52400,0.437
52500,0.412
52600,0.468
52700,0.400
52800,0.407
52900,0.328
53000,0.430
53100,0.449
53200,0.461
53300,0.420
53400,0.332
53500,0.363
53600,0.351
53700,0.363
53800,0.380
53900,0.391
54000,0.398
54100,0.400
54200,0.348
54300,0.373
54400,0.366
54500,0.428
54600,0.456
54700,0.491
54800,0.483
54900,0.465
55000,0.397
55100,0.459
55200,0.487
55300,0.479
55400,0.499
55500,0.483
55600,0.476
55700,0.412
55800,0.379
55900,0.424
56000,0.373
56100,0.478
56200,0.528
56300,0.491
56400,0.418
56500,0.492
56600,0.487
56700,0.413
56800,0.413
56900,0.451
57000,0.481
57100,0.415
57200,0.393
57300,0.419
57400,0.382
57500,0.467
57600,0.458
57700,0.444
57800,0.391
57900,0.411
58000,0.479
58100,0.395
58200,0.412
58300,0.453
58400,0.476
58500,0.432
58600,0.457
58700,0.367
58800,0.396
58900,0.510
59000,0.446
59100,0.490
59200,0.435
59300,0.483
59400,0.524
59500,0.461
59600,0.520
59700,0.544
59800,0.473
59900,0.469
60000,0.483
60100,0.429
60200,0.439
60300,0.449
60400,0.461
60500,0.506
60600,0.425
60700,0.409
60800,0.417
60900,0.404
61000,0.396
61100,0.415
61200,0.440
61300,0.395
61400,0.417
61500,0.396
61600,0.405
61700,0.402
61800,0.435
61900,0.405
62000,0.411
62100,0.471
62200,0.443
62300,0.395
62400,0.477
62500,0.528
62600,0.547
62700,0.509
62800,0.492
62900,0.449
63000,0.441
63100,0.395
63200,0.521
63300,0.565
63400,0.532
63500,0.506
63600,0.434
63700,0.501
63800,0.494
63900,0.478
64000,0.501
64100,0.520
64200,0.413
64300,0.368
64400,0.485
64500,0.450
64600,0.569
64700,0.458
64800,0.385
64900,0.500
65000,0.556
65100,0.564
65200,0.618
65300,0.605
65400,0.599
65500,0.573
65600,0.537
65700,0.544
65800,0.542
65900,0.519
66000,0.569
66100,0.430
66200,0.462
66300,0.436
66400,0.556
66500,0.578
66600,0.533
66700,0.456
66800,0.543
66900,0.459
67000,0.467
67100,0.525
67200,0.562
67300,0.493
67400,0.541
67500,0.548
67600,0.447
67700,0.505
67800,0.503
67900,0.452
68000,0.491
68100,0.447
68200,0.518
68300,0.560
68400,0.430
68500,0.711
68600,0.497
68700,0.432
68800,0.569
68900,0.502
69000,0.519
69100,0.536
69200,0.474
69300,0.454
69400,0.594
69500,0.472
69600,0.601
69700,0.585
69800,0.528
69900,0.534
70000,0.462
70100,0.470
70200,0.516
70300,0.535
70400,0.428
70500,0.533
70600,0.554
70700,0.451
70800,0.504
70900,0.490
71000,0.554
71100,0.479
71200,0.422
71300,0.445
71400,0.471
71500,0.475
71600,0.547
71700,0.505
71800,0.464
71900,0.479
72000,0.576
72100,0.588
72200,0.709
72300,0.533
72400,0.567
72500,0.582
72600,0.628
72700,0.645
72800,0.537
72900,0.560
73000,0.506
73100,0.478
73200,0.478
73300,0.532
73400,0.698
73500,0.473
73600,0.589
73700,0.571
73800,0.566
73900,0.607
74000,0.601
74100,0.554
74200,0.578
74300,0.685
74400,0.663
74500,0.660
74600,0.531
74700,0.493
74800,0.589
74900,0.618
75000,0.638
75100,0.600
75200,0.496
75300,0.541
75400,0.578
75500,0.678
75600,0.665
75700,0.627
75800,0.587
75900,0.573
76000,0.556
76100,0.572
76200,0.523
76300,0.526
76400,0.507
76500,0.583
76600,0.588
76700,0.625
76800,0.501
76900,0.510
77000,0.513
77100,0.619
77200,0.639
77300,0.588
77400,0.565
77500,0.530
77600,0.639
77700,0.690
77800,0.684
77900,0.669
78000,0.611
78100,0.722
78200,0.655
78300,0.726
78400,0.651
78500,0.575
78600,0.632
78700,0.604
78800,0.691
78900,0.645
79000,0.514
79100,0.534
79200,0.512
79300,0.477
79400,0.614
79500,0.532
79600,0.606
79700,0.609
79800,0.601
79900,0.693
80000,0.625
80100,0.648
80200,0.632
80300,0.697
80400,0.646
80500,0.713
80600,0.734
80700,0.711
80800,0.771
80900,0.770
81000,0.703
81100,0.731
81200,0.721
81300,0.621
81400,0.639
81500,0.547
81600,0.561
81700,0.636
81800,0.703
81900,0.684
82000,0.690
82100,0.724
82200,0.742
82300,0.761
82400,0.750
82500,0.655
82600,0.630
82700,0.686
82800,0.708
82900,0.797
83000,0.617
83100,0.607
83200,0.612
83300,0.733
83400,0.711
83500,0.624
83600,0.554
83700,0.555
83800,0.590
83900,0.678
84000,0.674
84100,0.600
84200,0.626
84300,0.584
84400,0.570
84500,0.564
84600,0.583
84700,0.566
84800,0.690
84900,0.724
85000,0.744
85100,0.474
85200,0.576
85300,0.729
85400,0.725
85500,0.709
85600,0.630
85700,0.608
85800,0.605
85900,0.749
86000,0.681
86100,0.685
86200,0.562
86300,0.643
86400,0.648
86500,0.721
86600,0.716
86700,0.669
86800,0.606
86900,0.582
87000,0.572
87100,0.526
87200,0.749
87300,0.630
87400,0.615
87500,0.657
87600,0.693
87700,0.607
87800,0.696
87900,0.743
88000,0.720
88100,0.756
88200,0.642
88300,0.578
88400,0.814
88500,0.725
88600,0.671
88700,0.566
88800,0.583
88900,0.546
89000,0.660
89100,0.710
89200,0.790
89300,0.730
89400,0.746
89500,0.721
89600,0.729
89700,0.553
89800,0.635
89900,0.637
90000,0.708
90100,1.005
90200,0.664
90300,0.732
90400,1.046
90500,0.807
90600,0.678
90700,0.811
90800,0.824
90900,0.686
91000,0.622
91100,0.618
91200,0.625
91300,0.695
91400,0.660
91500,0.614
91600,0.651
91700,0.670
91800,0.656
91900,0.579
92000,0.592
92100,0.600
92200,0.659
92300,0.788
92400,0.679
92500,0.680
92600,0.711
92700,0.811
92800,0.739
92900,0.743
93000,0.655
93100,0.672
93200,0.771
93300,0.735
93400,0.696
93500,0.711
93600,0.663
93700,0.749
93800,0.702
93900,0.642
94000,0.640
94100,0.734
94200,0.651
94300,0.636
94400,0.767
94500,0.746
94600,0.703
94700,0.666
94800,0.658
94900,0.780
95000,0.836
95100,0.770
95200,0.832
95300,0.644
95400,0.805
95500,0.806
95600,0.756
95700,0.706
95800,0.697
95900,0.849
96000,0.891
96100,0.783
96200,0.954
96300,0.793
96400,0.679
96500,0.705
96600,0.727
96700,0.769
96800,0.741
96900,0.709
97000,0.770
97100,0.792
97200,0.768
97300,0.789
97400,0.698
97500,0.693
97600,0.869
97700,0.844
97800,0.832
97900,0.734
98000,0.698
98100,0.769
98200,0.731
98300,0.685
98400,0.696
98500,0.709
98600,0.615
98700,0.694
98800,0.667
98900,0.729
99000,0.725
99100,0.764
99200,0.686
99300,0.783
99400,0.804
99500,0.881
99600,0.858
99700,0.708
99800,0.752
99900,0.809
